name,screen_name,location,url,followers_count,friends_count,statuses_count,created_at,bySheet,keywords,display_url,listed_count,favourites_count,expanded_url,location,description
UNITY:Adam Kinzinger,KinzingerTrump,Illinois 16th,https://t.co/MgJVgbboGq,251,1068,27,Tue Jun 28 07:24:32 +0000 2016,House of Representatives,"Kinzinger, Adam",,1,69,,Illinois 16th,Unofficial Unity Campaign - Vote  Adam Kinzinger for the Illinois 16th and Donald Trump for POTUS in 2016!
Fake Adam Kinzinger,FakeKinzinger,,,1,0,0,Wed May 05 16:55:38 +0000 2010,House of Representatives,"Kinzinger, Adam",,0,0,,,
Fake Adam Kinzinger,FakeElectAdam,,,3,0,0,Wed May 05 16:53:36 +0000 2010,House of Representatives,"Kinzinger, Adam",,0,0,,,
Adam Kinzinger,Ididntknow6,Everywhere and Nowhere,,63,108,236,Tue Nov 01 01:32:34 +0000 2011,House of Representatives,"Kinzinger, Adam",,0,28,,Everywhere and Nowhere,"Optimistic, indecisive, and sarcastic young man with a love for music and the dream of exploring the world."
Cheri Bustos,CheriBustos,"Moline, IL",https://t.co/pa28jC1cLF,3246,664,1526,Thu Feb 24 22:19:22 +0000 2011,House of Representatives,"Bustos, Cheri",,210,77,,"Moline, IL",Congresswoman representing the people of #IL17. This account is run by Friends of Cheri Bustos campaign staff. Tweets from the Congresswoman are signed -CB
Rep. Cheri Bustos,RepCheri,"Illinois & Washington, D.C.",https://t.co/o22FqkWab3,26484,3904,2924,Tue Jan 15 19:15:03 +0000 2013,House of Representatives,"Bustos, Cheri",,829,430,,"Illinois & Washington, D.C.",Serving Illinois' 17th District. Wife & mother of 3 sons. Athlete. Former reporter. Fighting for #ABetterDeal. Co-Chair of DPCC. Facebook & Snapchat: RepCheri.
Zion Little,ZionLittle,"Champaign, IL",,449,882,5188,Sun Feb 26 23:14:21 +0000 2012,House of Representatives,"Bustos, Cheri",,6,6641,,"Champaign, IL",Marquette '19➡️ UIUC '19. Political Science/ Econ. Cheri Bustos alum. Russ for WI alum:(
Cheri Bustos,cheri_bustos,,,5,3,0,Wed Aug 29 00:49:34 +0000 2012,House of Representatives,"Bustos, Cheri",,0,0,,,
Rep. Cheri Bustos,RepBustos,,,5,0,0,Fri Mar 16 15:17:07 +0000 2012,House of Representatives,"Bustos, Cheri",,2,0,,,I was like an investigative journalist for a long time and then I totally worked in healthcare. Now I'm your congresswoman in il17. You're welcome! Faux acct
Rep. Cheri Bustos,repcheribustos,,,6,0,1,Fri Nov 16 23:13:30 +0000 2012,House of Representatives,"Bustos, Cheri",,0,0,,,
Darin LaHood,RepLaHood,IL-18 Congressional District,https://t.co/4Vsi29h4ty,6725,335,833,Thu Sep 17 14:16:48 +0000 2015,House of Representatives,"LaHood,Darin",,273,607,,IL-18 Congressional District,Proudly representing the 18th Congressional District of Illinois.
Darin LaHood,ElectLaHood,"Peoria, IL",https://t.co/QP6pqfQQCC,572,445,426,Thu Mar 26 00:49:34 +0000 2015,House of Representatives,"LaHood,Darin",,28,59,,"Peoria, IL","Husband, Father of 3, Congressman for the 18th District of Illinois"
Darin LaHood,lahooddarin,"Peoria, Illinois",http://t.co/69sbjgGA5S,1668,680,362,Tue Jan 29 01:42:57 +0000 2013,House of Representatives,"LaHood,Darin",,66,0,,"Peoria, Illinois",Follow @RepLaHood for the Congressmen's latest governmental news. Please note this account will be closed out in the coming weeks...
Flat Darin LaHood,FlatDarinLaHood,Heart of Illinois ,,162,61,167,Fri Feb 03 18:19:46 +0000 2017,House of Representatives,"LaHood,Darin",,5,37,,Heart of Illinois ,"Hi, I'm Flat Darin LaHood. Real Darin LaHood hasn't been here in a while to speak to his constituents so they made me.
snapchat: flatdarin
instagram: flatdarin"
UNITY: Darin LaHood,LaHoodTrump16,Illinois 18th,https://t.co/ubF469kfmh,93,520,2370,Tue Jun 28 07:25:13 +0000 2016,House of Representatives,"LaHood,Darin",,13,33,,Illinois 18th,Unofficial Unity Campaign - Vote  Darin LaHood for the Illinois 18th and Donald Trump for POTUS in 2016!
Darin LaHood,senatorlahood,,,220,0,0,Mon Apr 04 16:19:24 +0000 2011,House of Representatives,"LaHood,Darin",,21,0,,,
Steven Pfrang,stevenpfrang,"Washington, DC ",,207,930,98,Mon Jul 28 01:52:08 +0000 2014,House of Representatives,"LaHood,Darin",,3,115,,"Washington, DC ",Chief of Staff for Congressman Darin LaHood. Wisconsin Native and Diehard @packers Fan. Opinions are my own unless otherwise noted
Darin Lahood 2016,LaHood2016,,,5,24,7,Tue Oct 18 14:04:10 +0000 2016,House of Representatives,"LaHood,Darin",,1,0,,,Not affiliated with Darin Lahood. This is for a school project.
Darin LaHood,darinlahood,,,1,0,0,Mon Mar 21 14:42:08 +0000 2011,House of Representatives,"LaHood,Darin",,0,0,,,
Darin Where LaHood @,WhereLaHoodAt,,,3,31,70,Sun Jun 11 03:37:48 +0000 2017,House of Representatives,"LaHood,Darin",,0,32,,,
Peter Visclosky,petervisclosky,,,0,0,0,Mon Jun 22 04:33:12 +0000 2009,House of Representatives,"Visclosky, Peter",,1,0,,,UNOFFICIAL: Peter Visclosky is a Member of the United States Congress
Jackie Walorski,RepWalorski,,http://t.co/1c3JNm0kJ5,12618,702,4022,Sun Jan 06 15:41:40 +0000 2013,House of Representatives,"Walorski, Jackie",,635,711,,,Representing Indiana's Second Congressional District
Jackie Walorski,jackiewalorski,"Elkhart, IN ",https://t.co/41fsv720uz,3302,1095,2467,Sun Apr 27 23:31:05 +0000 2008,House of Representatives,"Walorski, Jackie",,182,143,,"Elkhart, IN ",Honored to represent Indiana's Second District and take common sense Hoosier solutions to the US Congress. Campaign account.
Jackie Walorski,StandWithJackie,"Elkhart, Indiana",http://t.co/Tn3pdAacYG,1631,1912,1053,Mon Apr 26 01:15:15 +0000 2010,House of Representatives,"Walorski, Jackie",,76,22,,"Elkhart, Indiana",Official campaign news feed for Jackie Walorski's congressional campaign in Indiana's 2nd District. #IN02 #RedIN
Fake Jackie Walorski,FakeWalorski,,,4,0,0,Wed May 05 19:48:07 +0000 2010,House of Representatives,"Walorski, Jackie",,0,0,,,
Jackie Walorski,Jackie4Congress,,,9,0,0,Mon Apr 26 01:42:07 +0000 2010,House of Representatives,"Walorski, Jackie",,0,0,,,
Jackie Walorski,walorskisucks,,,0,0,5,Fri May 27 20:59:47 +0000 2016,House of Representatives,"Walorski, Jackie",,0,0,,,
Jim Banks,RepJimBanks,Indiana's 3rd District,https://t.co/Uxbf6p28Ch,3922,1694,1257,Tue Jan 03 03:57:24 +0000 2017,House of Representatives,"Banks, Jim",,217,104,,Indiana's 3rd District,Official account of U.S. Congressman Jim Banks (IN-3).
Jim Banks,Jim_Banks,"Columbia City, Indiana",https://t.co/SYmtAzJz26,5701,2215,8434,Mon May 19 18:42:34 +0000 2008,House of Representatives,"Banks, Jim",,217,2921,,"Columbia City, Indiana",Congressman (IN-3). Afghanistan veteran. Husband and father of three. Committed to preserving the American dream for future generations.
Johnthan Banks,JBanks_27,NFL,,37508,1272,10144,Thu Feb 18 03:10:19 +0000 2010,House of Representatives,"Banks, Jim",,282,925,,NFL,2012 Jim Thorpe Award Winning! #HailState NFL
JimBanks1,JimBanks1,"iPhone: 39.754953,-105.112316",https://t.co/ObHyw3UeQz,190,706,648,Mon Jul 14 03:28:50 +0000 2008,House of Representatives,"Banks, Jim",,5,14,,"iPhone: 39.754953,-105.112316","Constitutional Progressive, KGNU Radio, Colorado and National Politics, Economic Commentary."
jim_boslice3,jimmy_banks3,,,241,406,3936,Tue Nov 22 20:33:53 +0000 2011,House of Representatives,"Banks, Jim",,0,1886,,,
Jim H Banks,iamjimhbanks,"East London, UK",https://t.co/tITti78bd1,263,269,335,Tue Jan 07 10:05:19 +0000 2014,House of Representatives,"Banks, Jim",,7,601,,"East London, UK",Masterchef Quarter Finalist 2017. UX and Front end Dev person. I like to cook and eat things too.  Married to a Andorran-Australian-American IG @jim_h_banks
Tha Jerm,ThaJerm_SOI,NY,https://t.co/0DPPiziZGO,1963,1478,8756,Sat May 22 04:50:45 +0000 2010,House of Representatives,"Banks, Jim",,25,161,,NY,"Prod/Engin. for Lloyd Banks & Dave East. 
Add. Credits - Tony Yayo, Jim Jones, SchoolBoy Q, Mr.Probz, Danny Brown, French Montana, Styles P, Jadakiss & more"
Jim Banks,jimbanks,"London, England",https://t.co/CFeaeOIjoE,6083,5885,6160,Wed Feb 13 10:55:30 +0000 2008,House of Representatives,"Banks, Jim",,481,949,,"London, England","PPC, Google Adwords,  Bing Ads and Facebook Ads are my area of expertise. Keynote speaker, traveller - LinkedIn - https://t.co/tanAUbXmgg"
Derek Pillie,dpillie,"Fort Wayne, IN",https://t.co/GzqfjDjTHf,4470,3792,34389,Wed Mar 19 14:37:20 +0000 2008,House of Representatives,"Banks, Jim",,322,6772,,"Fort Wayne, IN","#CX and #Data for @RepJimBanks, Campaign Manager for @Jim_Banks, #Catholic dad, Scouter, conservative activist"
FX Charts,jl_fxcharts,"Sydney, NSW",https://t.co/aTyDHBj9Zz,2981,450,3949,Wed Jun 15 04:43:53 +0000 2011,House of Representatives,"Banks, Jim",,110,42,,"Sydney, NSW","Jim Langlands. 35 years in Banks, trading FX. Used Charts since 1980. Now providing opinions on FX, Indices & Commodities. Do NOT confuse as  trading advice."
Prime Cut,PrimeCutFilm,Brooklyn,http://t.co/ehzQu1JiCJ,533,99,546,Fri Nov 19 23:14:48 +0000 2010,House of Representatives,"Banks, Jim",,8,17,,Brooklyn,"Music Video Directors primecutfilm@gmail.com, (347) 708-2887
We've worked with Juelz Santana, Havoc, Trav, Jim Jones, Lloyd Banks, Wale, Future, Vinnie Paz..."
Jim Banks,jbanksdc,"Leesburg, VA",,126,342,7570,Fri May 29 23:20:22 +0000 2009,House of Representatives,"Banks, Jim",,2,7403,,"Leesburg, VA",AU & GMU grad. Hockey fan and proud foodie. Not a congressman from Indiana.
Virginia Caputo,ginny_caputo,,http://t.co/z5Vj8KBs1k,274,725,3197,Tue Oct 28 15:17:23 +0000 2008,House of Representatives,"Banks, Jim",,18,1238,,,"Jim & I offer many years of experience to collectors who are looking for antique photography, toys, mechanical banks, ephemera, & sports memorabilia."
Jim Perry,mi_jim,"Chicago, IL",http://t.co/S9STwicww1,2857,2865,17194,Thu Aug 26 20:22:37 +0000 2010,House of Representatives,"Banks, Jim",,391,2496,,"Chicago, IL","Senior Strategist at Market Insights - helping banks & CUs with data-driven strategies. Tracking/shaping/sharing global trends in #Finserv, #Fintech, #Marketing"
Jim Banks,banks5790,,,15,25,4,Tue Jun 18 19:10:18 +0000 2013,House of Representatives,"Banks, Jim",,0,0,,,
Jim Parker,PeopleNotBanks,Denver metro area,http://t.co/uxNRh7tqbV,10,24,1,Fri Nov 11 00:11:33 +0000 2011,House of Representatives,"Banks, Jim",,1,0,,Denver metro area,"Jim has used his thoughtful and analytical nature to help buyers, sellers and investors for 17 years in Denver. Assisting distressed homeowners is his focus."
Jim Banks,jimbanksphoto,,https://t.co/TCW6qmqrXw,61,69,149,Fri Jan 06 21:06:39 +0000 2012,House of Representatives,"Banks, Jim",,6,19,,,Fine Art Landscape Photographer
Jim Raynor Banks,JimRaynorBanks,"Southfield, MI",,0,72,26,Thu Apr 18 07:05:12 +0000 2013,House of Representatives,"Banks, Jim",,0,0,,"Southfield, MI",I am organized and am a hard worker. I think by going to school and getting my degree I will be able to accomplish my work as a manager.
Jim Fairbanks,Banks727,,,3,4,0,Sat Mar 29 12:24:03 +0000 2014,House of Representatives,"Banks, Jim",,0,0,,,"Graduated College of St. Thomas, MN
USAF F16 pilot,
Current Airline Captain"
Jim Banks,JimBanks16,,,2,2,0,Sat May 02 01:50:21 +0000 2015,House of Representatives,"Banks, Jim",,0,0,,,
Todd Rokita,ToddRokitaIN,"Indianapolis, IN",https://t.co/COYuoGf3Oo,2593,5000,1396,Mon Feb 01 16:20:51 +0000 2010,House of Representatives,"Rokita, Todd",,96,7177,,"Indianapolis, IN","Constitutional Conservative, proud father, husband, and Hoosier.  Running for U.S. Senate.  #DefeatTheElite."
Rep. Todd Rokita,ToddRokita,Indiana,http://t.co/AihDW6GPeY,19154,3419,5680,Fri Nov 21 20:10:51 +0000 2008,House of Representatives,"Rokita, Todd",,935,101,,Indiana,"Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education."
Todd Rokita's Driver,RokitaDriver,,,46,0,14,Mon Aug 21 19:43:03 +0000 2017,House of Representatives,"Rokita, Todd",,0,0,,,"Just driving around IN-04, except for when I have to leave the district to pick up and drop off TER.

(Satire, obviously.)"
The 4th Watch,RokitaTodd,"Indiana, USA",,114,3,2003,Sat Jan 28 22:18:38 +0000 2017,House of Representatives,"Rokita, Todd",,1,3249,,"Indiana, USA","Watching @ToddRokita, @ToddRokitaIN, and @TeamRokita from the viewpoint of #TheResistance."
ddumezich,ddumezich,"Schererville, IN",http://t.co/VN6No667Dr,293,47,70,Mon Jun 02 15:04:25 +0000 2008,House of Representatives,"Rokita, Todd",,17,0,,"Schererville, IN","I am married to Dana with two kids, Steve and Allie. I'm working to get Dan Coats and Todd Rokita elected and helping Gov. Daniels win back the IN House."
Todd Rokita,ToddRokitaINSen,,,4,21,0,Wed Apr 26 03:45:49 +0000 2017,House of Representatives,"Rokita, Todd",,0,0,,,
DEFEAT TODD ROKITA,saynototodd,,,4,5,0,Thu May 06 00:54:53 +0000 2010,House of Representatives,"Rokita, Todd",,1,0,,,
Todd Rokita,Todrokita,"Austin, TX",https://t.co/hmaI6oDi8I,15,663,0,Sat Jul 29 17:32:16 +0000 2017,House of Representatives,"Rokita, Todd",,1,0,,"Austin, TX",I am nice and a gentle honest man
Todd Legit Rokita,TheRealToddRoki,,,1,5,3,Mon Oct 13 16:20:43 +0000 2014,House of Representatives,"Rokita, Todd",,0,3,,,
Draft Todd Rokita,toddrokita2018,,,325,4517,362,Tue Feb 21 01:52:59 +0000 2017,House of Representatives,"Rokita, Todd",,2,4713,,,"Like our Twitter page to show your support to have Todd Rokita run for U.S. Senate, as the voters say ""No to Joe"" in 2018"
Todd Rokita,RokitaforIN,,,0,21,0,Wed Apr 26 03:39:43 +0000 2017,House of Representatives,"Rokita, Todd",,0,0,,,
Hi,RepToddRokita,,,4,0,0,Thu Jan 06 22:16:17 +0000 2011,House of Representatives,"Rokita, Todd",,0,0,,,
Todd Rokita,ToddforSenate,,,0,21,0,Wed Apr 26 03:43:00 +0000 2017,House of Representatives,"Rokita, Todd",,0,0,,,
Not Todd Rokita,nottoddrokita,In da club,http://t.co/Mf08QaI9sA,24,144,41,Sun Jun 29 05:24:51 +0000 2014,House of Representatives,"Rokita, Todd",,0,344,,In da club,This page is unrelated to Todd Rokita in any way.
Susan W. Brooks,SusanWBrooks,,https://t.co/JSQOTU8q0S,15563,1070,4598,Wed Jan 09 15:30:38 +0000 2013,House of Representatives,"Brooks, Susan W.",,680,836,,,Serving the good people of Indiana’s 5th District in Congress. Facebook: https://t.co/GSC0yQ0KXW Instagram & Snapchat: @susanwbrooks
Luke Messer,LukeMesserIN,"Indiana, USA",https://t.co/k6EIjfjDR7,2241,234,835,Fri Mar 06 01:56:37 +0000 2009,House of Representatives,"Messer, Luke",,85,28,,"Indiana, USA",The U.S. Senate is broken. We can do better. #ILikeLuke
Rep. Luke Messer,RepLukeMesser,"Shelbyville, IN",http://t.co/ppXKMWSIGC,12633,842,1895,Sat Dec 29 20:06:12 +0000 2012,House of Representatives,"Messer, Luke",,645,491,,"Shelbyville, IN","Husband to a wonderful wife, father of three great kids, Congressman for Indiana's 6th Congressional District, lifelong Hoosier, and a die-hard #Colts fan."
GOPpolicy,GOPpolicy,"Washington, D.C.",http://t.co/3JUQq9lFUf,4557,2680,789,Tue Dec 04 15:39:39 +0000 2007,House of Representatives,"Messer, Luke",,320,21,,"Washington, D.C.","House Republican Policy Committee, Chaired by Rep. Luke Messer (IN-06), is the principal forum for generating bold and innovative policy initiatives."
Barry M Messer,_TheReservation,Murfreesboro TN,https://t.co/DUQQHmNhNu,1064,974,4435,Sun Oct 07 21:55:28 +0000 2012,House of Representatives,"Messer, Luke",,6,2595,,Murfreesboro TN,"Not a Fan Luke 9:23 Learn, Love, Serve, Give, Reproduce"
Luke blvck,messerSocke,,,17,29,1,Sun Mar 15 19:11:18 +0000 2015,House of Representatives,"Messer, Luke",,0,164,,,
Luke Messer,LukeMesser1,,,45,45,43,Thu Dec 06 18:59:46 +0000 2012,House of Representatives,"Messer, Luke",,0,27,,,"Husband, father, sales guy, loves football"
Luke Messer,LukeMesser,,,15,15,76,Tue Jun 26 08:00:05 +0000 2012,House of Representatives,"Messer, Luke",,0,21,,,-- lazy
Luke Messer,Leukozade,my house,,14,29,40,Sun Apr 12 04:52:06 +0000 2009,House of Representatives,"Messer, Luke",,0,2,,my house,
Luke Messer,messer2428,,,4,10,0,Thu Oct 13 18:07:29 +0000 2011,House of Representatives,"Messer, Luke",,0,0,,,
Luke Messer,messer_luke,,,0,23,0,Wed Aug 16 02:16:54 +0000 2017,House of Representatives,"Messer, Luke",,0,0,,,
luke,MesserLuke,,,2,3,1,Thu Dec 26 18:59:50 +0000 2013,House of Representatives,"Messer, Luke",,0,0,,,
luke messer fake,LukeMesserDC,,,0,0,0,Fri Nov 17 21:28:13 +0000 2017,House of Representatives,"Messer, Luke",,0,0,,,
Luke Messer From Virginia,LukeMesserVA,,,0,0,0,Fri Nov 17 11:25:48 +0000 2017,House of Representatives,"Messer, Luke",,0,0,,,
Fake Luke Messer,LukeMesserTN,,,1,20,0,Fri Nov 17 21:21:11 +0000 2017,House of Representatives,"Messer, Luke",,0,0,,,
Luke Messer,Congress_LukeM,,,27,20,2,Sat Apr 13 16:22:39 +0000 2013,House of Representatives,"Messer, Luke",,2,0,,,"Congressmen Luke Messer American politician serving as a member of the United States House of Representatives, representing Indiana's 6th district, since 2013."
Luke Messer,LukeHM,"Orlando, FL",http://t.co/u6eBWBtDYV,44,180,5,Fri Dec 19 16:14:38 +0000 2008,House of Representatives,"Messer, Luke",,0,12,,"Orlando, FL","Lets talk about Human Capital Management: Payroll, HR, Time & Attendance, ACA Comp., Ben Admin, On Boarding, Applicant Tracking.."
Luke messer,cmesser78,,,4,10,17,Tue Nov 24 17:49:03 +0000 2015,House of Representatives,"Messer, Luke",,0,6,,,
Luke Messer,lukemesser100,,,7,15,0,Wed Aug 27 13:23:05 +0000 2014,House of Representatives,"Messer, Luke",,0,0,,,
luke maxwell messer,lukemesser60,,,21,113,13,Sat Jul 09 15:29:12 +0000 2016,House of Representatives,"Messer, Luke",,0,10,,,
André Carson,RepAndreCarson,Indianapolis,http://t.co/SDbjhU0u5K,29689,991,3309,Wed Oct 06 15:47:50 +0000 2010,House of Representatives,"Carson, André",,969,1032,,Indianapolis,The official Twitter account for Congressman André Carson of Indiana's 7th District. #Indianapolis #Indy
Carson Freeman,Carson_DeAndre,,,198,322,2192,Wed Oct 30 17:39:09 +0000 2013,House of Representatives,"Carson, André",,1,2488,,,young&reckless
André Carson,Andre4Congress,,http://t.co/c03PWhrflW,2001,271,473,Wed Mar 16 18:20:47 +0000 2011,House of Representatives,"Carson, André",,46,19,,,Stay in touch for the 2018 Election!
Jessica Gail,JesGail,Washington DC,http://t.co/1nzT07ZOXl,1059,879,443,Tue Mar 31 23:20:06 +0000 2009,House of Representatives,"Carson, André",,44,19,,Washington DC,"Communications Director for Indiana Congressman André Carson; Lover of People, Politics, Popcorn and Indiana."
Andre Whitehead,Tnprephoops,"Alcoa, TN",https://t.co/GEkKV9V1GK,3058,989,4989,Thu May 02 00:29:05 +0000 2013,House of Representatives,"Carson, André",,12,36,,"Alcoa, TN","Tn. High School Basketball News.Player Rankings, Rocky Top League, Nashville Fall League, Unsigned Senior Events, Best in State and the Carson Newman Showcase."
Andre Carson,AndreCarson3,,,8,103,5,Fri Jun 14 07:16:03 +0000 2013,House of Representatives,"Carson, André",,0,0,,,"i don't have a attitude problem, just a personalty that you can't handle  ♥"
Andre Carson,AndreCarson1,"Louisville, KY",,5,4,4,Mon May 16 16:24:25 +0000 2011,House of Representatives,"Carson, André",,0,0,,"Louisville, KY",
Andre Carson,DreKC1,Kansas City,,97,7,7,Wed Jul 21 15:57:36 +0000 2010,House of Representatives,"Carson, André",,1,0,,Kansas City,Operations Manager KPRS/KPRT
Andre Carson,AndreCarson,"Indianapolis, IN",,21,0,0,Sun Sep 13 17:35:46 +0000 2009,House of Representatives,"Carson, André",,1,0,,"Indianapolis, IN",
Andre the Gigante',Lavalle_Carson,"Bay Area, Ca",,65,151,345,Wed Sep 22 17:22:31 +0000 2010,House of Representatives,"Carson, André",,0,11,,"Bay Area, Ca",Mixed Martial Artist and all around Stud.
